id	sentence	english	created_at
927	明天開會的時間改成早上十點。	Tomorrow's meeting time has been changed to 10 AM.	2026-06-29 01:22:45
928	請幫我確認一下這張票。	Please help me confirm this ticket.	2026-06-29 01:22:45
929	這杯大杯的冰美式咖啡六十元。	This large cup of iced Americano costs sixty dollars.	2026-06-29 01:22:45
930	我用蠟筆畫了一隻可愛的貓。	I used crayons to draw a cute cat.	2026-06-29 01:22:45
931	請把這瓶新鮮的水果汁冰起來。	Please refrigerate this bottle of fresh fruit juice.	2026-06-29 01:22:45
932	這個問題真的很難回答。	This question is really hard to answer.	2026-06-29 01:22:45
933	妹妹大學的時候參加了吉他社。	Little sister joined the guitar club when she was in university.	2026-06-29 01:22:45
934	請問你現在住在哪一區？	Excuse me, which district do you live in right now?	2026-06-29 01:22:45
935	我們下午去公園散步好嗎？	Shall we go for a walk in the park this afternoon?	2026-06-29 01:22:45
936	他開車載客已經有好多年了。	He has been driving passengers for many years.	2026-06-29 01:22:45
937	這家手搖飲的品質很好。	This bubble tea shop's quality is very good.	2026-06-29 01:22:45
938	只要有任何不懂都可以問我。	As long as there is anything you don't understand, you can ask me.	2026-06-29 01:22:45
939	書包裡放了好多本故事書。	There are many storybooks inside the backpack.	2026-06-29 01:22:45
940	昨晚熬夜看書，今天沒精神。	I stayed up late reading last night, so I have no energy today.	2026-06-29 01:22:45
941	請幫我把這份文件複印五份。	Please help me copy five copies of this document.	2026-06-29 01:22:45
942	我每天坐捷運到內湖科學園區。	I ride the MRT to the Neihu Technology Park every day.	2026-06-29 01:22:45
943	台灣各地的傳統市場都很熱鬧。	Traditional markets all over Taiwan are very lively.	2026-06-29 01:22:45
944	請問這張桌子是用什麼木頭做的？	Excuse me, what wood is this table made of?	2026-06-29 01:22:45
945	上車之後請記得先繫好安全帶。	Please remember to fasten your seatbelt first after getting in.	2026-06-29 01:22:45
946	我們禮拜六下午四點見面吧。	Let's meet at 4 PM on Saturday afternoon.	2026-06-29 01:22:45
947	這裡的垃圾分類做得很清楚。	The trash sorting here is done very clearly.	2026-06-29 01:22:45
948	你知道去火車站要坐哪班車嗎？	Do you know which bus to take to go to the train station?	2026-06-29 01:22:45
949	我在廚房忙著把新鮮水果切片。	I am busy slicing fresh fruit in the kitchen.	2026-06-29 01:22:45
950	台灣人坐捷運時都會主動讓座。	Taiwanese people proactively give up seats when riding the MRT.	2026-06-29 01:22:45
951	這台電腦死機了，沒辦法工作。	This computer crashed and cannot work.	2026-06-29 01:22:45
952	走在馬路上一定要看紅綠燈。	You must look at the traffic lights when walking on the street.	2026-06-29 01:22:45
953	妹妹笑起來的樣子非常可愛。	The way little sister looks when she smiles is very cute.	2026-06-29 01:22:45
954	週末世貿中心有一個電腦展。	There is a computer exhibition at the World Trade Center this weekend.	2026-06-29 01:22:45
955	遇到困難的時候千萬不要放棄。	Never give up when encountering difficulties.	2026-06-29 01:22:45
956	買房子的事，爸爸給了我很多建議。	Regarding buying a house, dad gave me a lot of advice.	2026-06-29 01:22:45
957	這家商店已經打烊了，明天再來吧。	This shop is already closed for the night, come back tomorrow.	2026-06-29 01:22:45
958	請跟著地上的指標走到出口。	Please follow the indicators on the ground to walk to the exit.	2026-06-29 01:22:45
959	這杯綠茶是在地製造的。	This cup of green tea is produced locally.	2026-06-29 01:22:45
960	聽說許先生下個禮拜要搬新家。	I heard Mr. Hsu is moving to a new home next week.	2026-06-29 01:22:45
961	騎機車出門的時候一定要戴安全帽。	You must wear a helmet when heading out on a scooter.	2026-06-29 01:22:45
962	這條巷子是單行道，行車要守規則。	This alley is a one-way street; driving must follow rules.	2026-06-29 01:22:45
963	姐姐跟她丈夫打算明年去日本玩。	Older sister and her husband plan to go to Japan to play next year.	2026-06-29 01:22:45
964	聽說那家新開的遊樂世界很好玩。	I heard that newly opened amusement world is very fun.	2026-06-29 01:22:45
965	房間裡的燈光太暗了，不適合看書。	The light inside the room is too dim; it is not suitable for reading.	2026-06-29 01:22:45
966	我下午要去圖書館借幾本書。	I am going to the library to borrow a few books this afternoon.	2026-06-29 01:22:45
967	請把這張貼紙貼在書包上。	Please stick this sticker onto the backpack.	2026-06-29 01:22:45
968	我明天要去台北上班。	I am going to Taipei for work tomorrow.	2026-06-29 01:22:45
969	請問這班公車有到內湖科學園區嗎？	Excuse me, does this bus go to the Neihu Technology Park?	2026-06-29 01:22:45
970	你的手機在桌上充電。	Your phone is charging on the table.	2026-06-29 01:22:45
971	我們約在捷運站三號出口。	Let's meet at MRT Station Exit 3.	2026-06-29 01:22:45
972	他今天工作太忙沒精神。	He is too busy with work today and has no energy.	2026-06-29 01:22:45
973	這個便當不會太油膩。	This bento box is not too greasy.	2026-06-29 01:22:45
974	請大家在月台排隊上車。	Please line up on the platform to board the train.	2026-06-29 01:22:45
975	高鐵車廂內禁止飲食。	Eating and drinking are banned inside the HSR carriages.	2026-06-29 01:22:45
976	我想買一杯大杯冰綠茶。	I want to buy a large cup of iced green tea.	2026-06-29 01:22:45
977	這件藍色襯衫在打折。	This blue shirt is on sale.	2026-06-29 01:22:45
978	請看下面的地圖走。	Please look at the map below to walk.	2026-06-29 01:22:45
979	我們公司的老闆很熱情。	The boss of our company is very warm-hearted.	2026-06-29 01:22:45
980	坐火車去台中要多久？	How long does it take to go to Taichung by train?	2026-06-29 01:22:45
981	我在超商買了一包餅乾。	I bought a pack of cookies at the convenience store.	2026-06-29 01:22:45
982	你要微糖還是半糖的珍奶？	Do you want quarter sugar or half sugar for the pearl milk tea?	2026-06-29 01:22:45
983	他每天早上下午都要開會。	He has meetings every morning and afternoon.	2026-06-29 01:22:45
984	請問這支新手錶多少錢？	Excuse me, how much is this new watch?	2026-06-29 01:22:45
985	台灣的冬天常常下大雨。	It often rains heavily during winter in Taiwan.	2026-06-29 01:22:45
986	我想去逛逛林口的夜市。	I want to visit the night market in Linkou.	2026-06-29 01:22:45
987	今天的網路上有很多新聞。	There is a lot of news on the internet today.	2026-06-29 01:22:45
988	坐巴士去桃園機場很方便。	Taking the bus to Taoyuan Airport is very convenient.	2026-06-29 01:22:45
989	姐姐下個禮拜要買新沙發。	Older sister is buying a new sofa next week.	2026-06-29 01:22:45
990	醫生說感冒要多休息。	The doctor said you need to rest more for the cold.	2026-06-29 01:22:45
991	請問經理的辦公室在哪裡？	Excuse me, where is the manager's office?	2026-06-29 01:22:45
992	媽媽今天買了新鮮的水果。	Mom bought fresh fruit today.	2026-06-29 01:22:45
993	火車即將從這站開走。	The train is about to leave from this station.	2026-06-29 01:22:45
994	這家小餐館的牛肉麵很道地。	The beef noodles at this small restaurant are very authentic.	2026-06-29 01:22:45
995	我們一起討論明天的行程吧。	Let's discuss tomorrow's itinerary together.	2026-06-29 01:22:45
996	請問您有帶員工識別證嗎？	Excuse me, did you bring your employee ID badge?	2026-06-29 01:22:45
997	明天學校有一個電腦展。	There is a computer exhibition at school tomorrow.	2026-06-29 01:22:45
998	這家便利商店有賣熱咖啡。	This convenience store sells hot coffee.	2026-06-29 01:22:45
999	我不認識那個在櫃檯的人。	I don't know that person at the counter.	2026-06-29 01:22:45
1000	請把包裹拿到一樓大廳。	Please take the package to the first-floor lobby.	2026-06-29 01:22:45
1001	今天下午的天氣非常乾爽。	The weather this afternoon is very dry and crisp.	2026-06-29 01:22:45
1002	我們小組打算明天開會。	Our team plans to hold a meeting tomorrow.	2026-06-29 01:22:45
1003	捷運站就在前面的十字路口。	The MRT station is right at the crossroad ahead.	2026-06-29 01:22:45
1004	這台筆記型電腦要三萬多元。	This laptop computer costs over thirty thousand dollars.	2026-06-29 01:22:45
1005	希望明天台北是好天氣。	I hope the weather in Taipei will be good tomorrow.	2026-06-29 01:22:45
1006	這杯果汁的糖量可以調整。	The sugar level of this fruit juice can be adjusted.	2026-06-29 01:22:45
1007	哥哥明天下午五點放學。	Older brother finishes school at 5 PM tomorrow afternoon.	2026-06-29 01:22:45
1008	我需要買一個新的水壺。	I need to buy a new water bottle.	2026-06-29 01:22:45
1009	進公司大樓請刷識別證。	Please swipe your ID badge when entering the company building.	2026-06-29 01:22:45
1010	在馬路上騎車要注意安全。	Pay attention to safety when riding a scooter on the street.	2026-06-29 01:22:45
1011	弟弟在大學參加了吉他社。	Younger brother joined the guitar club at university.	2026-06-29 01:22:45
1012	垃圾倒好了，快來洗手吧。	The trash is taken out, come wash your hands quickly.	2026-06-29 01:22:45
1013	這條路一直走就會到公園。	Go straight down this road and you will reach the park.	2026-06-29 01:22:45
1014	你今天穿的這件白襯衫很好看。	This white shirt you are wearing today looks great.	2026-06-29 01:22:45
1015	我不小心把皮夾遺失在捷運上。	I accidentally lost my wallet on the MRT.	2026-06-29 01:22:45
1016	請在站牌前面排隊等公車。	Please line up in front of the bus stop sign to wait for the bus.	2026-06-29 01:22:45
1017	他是我在台北認識的工程師。	He is an engineer I met in Taipei.	2026-06-29 01:22:45
1018	這家手搖飲的口味很特別。	This bubble tea shop's flavor is very special.	2026-06-29 01:22:45
1019	您好，這是您訂購的包裹。	Hello, this is the package you ordered.	2026-06-29 01:22:45
1020	我打算九月去日本看展覽。	I plan to go to Japan to see an exhibition in September.	2026-06-29 01:22:45
1021	悠遊卡可以在超商加值。	EasyCards can be topped up at convenience stores.	2026-06-29 01:22:45
1022	請問這附近有傳統市場嗎？	Excuse me, is there a traditional market nearby?	2026-06-29 01:22:45
1023	他們兩個人一共買了三杯茶。	The two of them bought a total of three cups of tea.	2026-06-29 01:22:45
1024	我忘記拿便利商店的收據了。	I forgot to take the receipt from the convenience store.	2026-06-29 01:22:45
1025	台北冬天的氣候真的很濕冷。	The winter climate in Taipei is really damp and cold.	2026-06-29 01:22:45
1026	明天早上的會議改成九點。	Tomorrow morning's meeting has been changed to 9 o'clock.	2026-06-29 01:22:45
1027	請幫我確認一下出發時間。	Please help me confirm the departure time.	2026-06-29 01:22:45
1028	這杯大杯冰美式咖啡六十元。	This large cup of iced Americano costs sixty dollars.	2026-06-29 01:22:45
1029	我用蠟筆在紙上畫了一棵樹。	I used crayons to draw a tree on the paper.	2026-06-29 01:22:45
1030	請把新鮮的牛奶冰在冰箱。	Please keep the fresh milk in the refrigerator.	2026-06-29 01:22:45
1031	這個數學問題真的很難解答。	This math problem is really hard to explain.	2026-06-29 01:22:45
1032	妹妹在學校參加了合唱團。	Little sister joined the choir at school.	2026-06-29 01:22:45
1033	請問你現在住在台北哪一區？	Excuse me, which district of Taipei do you live in right now?	2026-06-29 01:22:45
1034	我們下午去附近的公園散步吧。	Let's go for a walk in the nearby park this afternoon.	2026-06-29 01:22:45
1035	他在台灣開車已經有很多年了。	He has been driving a car in Taiwan for many years.	2026-06-29 01:22:45
1036	這家手搖飲店的品質非常好。	The quality of this bubble tea shop is very good.	2026-06-29 01:22:45
1037	只要有不懂的都可以隨時問我。	As long as there is anything you don't understand, you can ask me anytime.	2026-06-29 01:22:45
1038	書包裡放了很多本教科書。	There are many textbooks inside the backpack.	2026-06-29 01:22:45
1039	昨晚熬夜工作，今天很沒精神。	I stayed up late working last night, so I am very listless today.	2026-06-29 01:22:45
1040	請幫我把這份文件影印三份。	Please help me photocopy three copies of this document.	2026-06-29 01:22:45
1041	我每天走路到內湖辦公室上班。	I walk to the Neihu office for work every day.	2026-06-29 01:22:45
1042	台灣各地的夜市都非常熱鬧。	Night markets all over Taiwan are exceptionally lively.	2026-06-29 01:22:45
1043	請問這張木頭茶几要多少錢？	Excuse me, how much does this wooden coffee table cost?	2026-06-29 01:22:45
1044	上車之後請記得繫好安全帶。	Please remember to fasten your seatbelt after getting in the car.	2026-06-29 01:22:45
